order_id,customer_id,product_id,order_date,quantity
168,947,11,2024-05-06,1
169,591,29,2024-04-23,3
170,265,20,2025-06-24,1
171,568,2,2025-12-22,3
172,278,12,2025-01-12,3
173,901,24,2024-03-01,3
174,143,4,2024-11-07,3
175,842,6,2025-08-18,3
176,249,10,2024-04-02,2
177,61,19,2025-11-25,3
178,220,19,2025-04-28,2
179,39,22,2024-09-18,1
180,119,3,2024-05-05,1
181,874,16,2024-09-10,2
182,181,1,2025-11-20,1
183,971,10,2024-03-24,1
184,166,11,2025-11-15,3
185,385,7,2025-04-01,2
186,198,29,2025-03-23,1
187,836,29,2025-06-25,1
188,31,2,2025-05-22,2
189,850,16,2024-04-24,3
190,412,5,2024-09-15,3
191,359,16,2025-10-23,2
192,904,18,2025-05-07,2
193,461,7,2024-11-15,2
194,878,18,2025-01-12,2
195,538,12,2024-05-15,3
196,32,26,2024-11-11,2
197,972,14,2025-05-09,3
198,247,23,2025-07-21,1
199,575,3,2025-07-21,1
200,59,1,2025-06-09,3
201,854,8,2024-05-23,1
202,161,25,2025-05-04,3
203,741,26,2024-12-14,3
204,9,24,2024-04-19,1
205,972,8,2025-04-23,2
206,796,29,2025-10-06,2
207,199,16,2025-01-13,3
208,835,21,2025-07-09,2
209,534,19,2025-01-08,1
210,411,18,2025-12-23,2
211,495,5,2024-04-13,1
212,251,23,2024-09-25,1
213,485,15,2024-01-07,1
214,438,13,2024-09-18,1
215,527,28,2024-04-24,1
216,843,3,2025-07-10,3
217,573,1,2025-03-16,1
218,80,1,2025-03-04,1
219,289,13,2024-10-26,3
220,184,5,2025-01-16,3
221,988,12,2025-09-09,3
222,920,30,2024-02-14,3
223,16,17,2025-08-29,3
224,106,28,2025-01-01,1
225,864,16,2025-02-02,3
226,211,11,2025-06-18,1
227,210,18,2024-12-01,1
228,162,15,2025-01-08,1
229,264,12,2024-02-11,3
230,417,22,2025-07-19,1
231,581,1,2024-02-29,2
232,969,27,2025-07-20,1
233,578,15,2025-06-29,2
234,766,3,2025-07-07,3
235,379,5,2025-05-18,3
236,576,25,2025-04-12,2
237,947,28,2024-04-08,1
238,378,28,2025-06-12,2
239,434,5,2025-09-02,2
240,370,22,2025-05-29,2
241,128,21,2025-11-04,2
242,384,19,2025-04-06,2
243,314,12,2024-03-24,2
244,892,9,2024-10-05,2
245,549,18,2025-03-02,3
246,54,7,2025-05-04,1
247,760,13,2024-06-11,2
248,687,7,2024-05-25,3
249,298,13,2024-09-23,3
250,430,6,2025-10-27,3
251,444,6,2024-08-30,3
252,783,10,2024-05-19,3
253,207,10,2025-12-10,3
254,366,21,2024-02-05,3
255,838,10,2024-12-24,1
256,386,5,2025-12-13,2
257,831,15,2025-04-30,3
258,553,6,2025-01-31,3
259,496,6,2025-03-07,2
260,994,21,2024-09-12,1
261,817,12,2024-01-15,1
262,396,30,2024-10-23,1
263,531,6,2025-12-09,1
264,213,3,2024-10-06,1
265,695,21,2025-06-07,1
266,384,29,2024-07-28,1
267,854,14,2025-05-20,2
268,759,16,2024-05-08,1
269,687,2,2024-04-27,1
270,465,2,2024-09-28,3
271,603,21,2025-01-19,3
272,660,8,2025-12-15,2
273,734,18,2024-10-01,3
274,749,27,2024-12-30,2
275,268,22,2025-10-15,3
276,720,19,2025-01-02,3
277,864,23,2025-09-21,1
278,394,16,2025-10-14,3
279,797,15,2025-09-14,1
280,399,17,2025-11-24,2
281,106,26,2024-05-16,1
282,157,26,2025-12-28,2
283,321,10,2025-12-20,1
284,919,23,2024-06-20,1
285,830,4,2025-06-23,1
286,693,1,2025-03-25,3
287,267,21,2025-04-12,3
288,202,19,2025-05-30,2
289,272,17,2025-11-22,2
290,26,17,2025-11-24,2
291,806,24,2024-03-11,3
292,970,30,2024-09-15,1
293,165,22,2025-07-29,2
294,825,18,2024-11-23,2
295,951,19,2025-07-28,1
296,7,2,2025-01-20,1
297,30,6,2025-03-15,2
298,258,19,2025-07-08,2
299,403,15,2024-07-06,3
300,115,19,2025-05-10,3
301,238,30,2025-02-17,1
302,84,20,2024-09-09,2
303,631,28,2024-06-25,3
304,204,17,2025-09-12,1
305,507,5,2025-06-25,2
306,221,9,2024-06-24,2
307,655,7,2024-03-03,1
308,924,9,2025-07-04,3
309,208,1,2024-04-24,2
310,226,7,2024-08-09,2
311,641,8,2025-10-10,3
312,970,3,2024-08-30,1
313,541,29,2025-03-24,3
314,545,10,2025-01-07,1
315,121,25,2025-08-17,3
316,154,15,2024-08-11,2
317,61,15,2024-11-04,1
318,824,7,2025-03-03,3
319,725,20,2024-02-16,2
320,502,14,2024-12-16,2
321,85,13,2025-10-08,1
322,466,28,2024-10-02,2
323,914,18,2024-11-22,3
324,519,13,2025-07-15,3
325,985,16,2024-08-30,1
326,325,21,2025-03-24,1
327,771,3,2024-07-03,1
328,260,6,2024-02-05,1
329,734,20,2025-07-17,3
330,780,21,2025-06-15,3
331,358,28,2024-03-31,1
332,566,6,2024-08-02,1
333,669,24,2025-04-17,2
334,348,12,2024-04-29,2
335,265,11,2025-11-04,1
336,297,8,2025-02-08,1
337,566,15,2025-01-10,1
338,258,6,2025-09-09,3
339,72,2,2024-09-26,3
340,58,28,2024-03-08,3
341,565,27,2025-07-23,2
342,975,7,2024-05-30,2
343,514,19,2025-03-10,3
344,418,3,2025-12-05,2
345,921,27,2025-04-03,1
346,752,23,2024-06-20,2
347,261,27,2025-05-13,1
348,611,9,2025-11-16,3
349,873,23,2024-11-15,3
350,110,20,2024-12-05,1
351,349,1,2024-06-04,1
352,779,27,2025-01-04,2
353,622,30,2025-04-05,3
354,732,10,2024-09-26,1
355,512,28,2024-08-30,3
356,603,14,2025-11-12,2
357,558,3,2024-08-22,2
358,737,20,2025-09-22,2
359,162,26,2024-01-11,2
360,425,10,2024-04-20,3
361,529,27,2025-10-02,1
362,189,21,2025-11-10,3
363,60,17,2025-10-03,3
364,723,17,2025-05-07,2
365,638,7,2024-05-25,1
366,70,12,2025-11-14,2
367,841,9,2025-05-14,3
368,56,5,2024-08-12,2
369,840,14,2025-12-03,3
370,330,6,2025-03-29,3
371,236,9,2024-03-02,3
372,57,2,2024-05-08,2
373,922,24,2025-10-07,2
374,777,13,2025-04-06,2
375,661,24,2025-07-16,2
376,27,3,2024-04-22,1
377,386,30,2025-09-21,1
378,91,5,2025-08-01,1
379,239,5,2024-03-26,1
380,532,27,2025-11-10,2
381,410,21,2025-07-08,1
382,507,22,2024-07-19,1
383,899,22,2024-02-19,1
384,464,11,2024-05-29,1
385,317,17,2024-03-19,2
386,560,27,2025-12-14,1
387,478,23,2024-07-02,3
388,751,6,2024-07-07,3
389,992,20,2024-12-26,3
390,444,21,2025-08-23,3
391,605,8,2024-12-18,2
392,334,12,2024-02-06,3
393,810,30,2025-06-15,3
394,108,8,2024-04-01,1
395,407,20,2024-11-24,2
396,863,26,2025-11-05,3
397,354,4,2024-03-07,1
398,3,20,2024-12-14,2
399,352,30,2025-07-31,3
400,775,14,2024-10-20,1
401,802,23,2025-09-24,3
402,816,1,2024-03-21,2
403,576,10,2025-07-27,2
404,252,2,2024-03-11,2
405,340,19,2024-07-17,3
406,781,1,2024-01-26,3
407,898,16,2024-04-02,2
408,630,21,2024-04-04,1
409,27,17,2024-05-19,3
410,2,4,2024-08-05,3
411,792,10,2025-08-23,2
412,125,1,2024-11-26,1
413,465,14,2024-12-26,3
414,787,20,2024-11-17,2
415,807,12,2025-06-16,2
416,464,4,2024-01-07,1
417,300,19,2025-11-09,2
418,764,22,2024-11-26,2
419,455,24,2025-03-03,1
420,276,15,2025-07-20,3
421,845,16,2024-06-18,3
422,748,1,2024-11-09,1
423,919,18,2024-04-19,3
424,261,23,2024-07-15,2
425,897,5,2025-08-04,2
426,950,24,2024-03-29,1
427,429,11,2025-07-13,3
428,7,22,2024-12-19,2
429,453,14,2024-09-23,1
430,906,23,2024-10-22,1
431,577,17,2024-05-21,2
432,727,27,2024-11-23,2
433,993,3,2025-02-11,2
434,273,2,2025-09-12,3
435,253,20,2025-06-20,3
436,457,11,2024-08-29,2
437,265,5,2025-01-24,2
438,328,5,2025-06-07,1
439,999,2,2024-10-20,2
440,835,4,2024-03-16,3
441,232,6,2025-08-25,3
442,788,3,2025-06-22,3
443,484,16,2025-10-22,3
444,219,30,2025-01-16,2
445,305,9,2025-06-24,2
446,670,25,2025-07-30,2
447,989,21,2025-11-23,1
448,107,6,2024-07-24,3
449,590,3,2024-09-16,3
450,223,14,2025-01-31,1
451,861,21,2024-12-01,2
452,978,9,2024-07-02,1
453,309,6,2024-03-08,3
454,413,3,2024-03-01,2
455,294,3,2024-02-16,1
456,609,28,2025-09-13,2
457,666,3,2025-01-07,1
458,523,6,2024-12-23,3
459,659,24,2024-05-27,1
460,838,9,2025-12-30,2
461,386,6,2025-06-03,1
462,436,14,2025-10-20,2
463,748,8,2024-06-03,3
464,763,1,2025-12-04,3
465,368,2,2024-06-18,1
466,964,28,2024-07-01,2
467,892,5,2025-03-17,2
468,12,24,2024-10-18,2
469,649,7,2025-09-04,2
470,542,19,2024-04-16,2
471,592,6,2025-12-10,1
472,951,12,2024-06-30,2
473,433,14,2025-06-10,3
474,797,12,2024-09-12,2
475,971,17,2025-10-28,2
476,344,26,2025-07-21,2
477,674,5,2025-11-02,3
478,933,24,2025-05-18,2
479,515,18,2024-12-15,3
480,897,8,2024-11-20,1
481,649,26,2024-05-24,2
482,857,28,2025-10-08,1
483,172,10,2025-08-25,2
484,790,11,2024-03-31,3
485,92,8,2024-10-10,3
486,357,12,2024-12-16,3
487,896,9,2024-08-25,1
488,385,8,2024-10-05,3
489,57,27,2024-12-11,3
490,607,9,2024-02-18,3
491,392,19,2024-03-04,3
492,663,2,2025-06-14,3
493,862,27,2025-02-26,1
494,829,28,2024-11-20,3
495,88,11,2024-09-22,2
496,922,29,2025-08-14,1
497,794,28,2024-11-27,2
498,6,12,2024-12-27,3
499,483,6,2024-02-11,1
500,585,9,2024-11-27,2
501,828,3,2024-03-21,2
502,550,15,2024-12-29,1
503,426,16,2024-03-27,3
504,682,30,2025-05-21,1
505,564,19,2024-02-13,1
506,473,15,2024-04-17,2
507,573,1,2024-11-30,2
508,593,10,2025-01-05,1
509,377,19,2025-02-14,3
510,95,25,2025-01-22,3
511,550,12,2025-02-17,2
512,879,7,2025-09-01,3
513,256,27,2025-03-16,2
514,915,23,2024-05-19,3
515,886,12,2025-05-04,2
516,481,24,2024-02-06,1
517,122,12,2025-04-13,1
518,252,5,2025-05-10,2
519,637,3,2024-01-15,1
520,366,27,2025-06-04,3
521,37,12,2024-07-13,3
522,869,14,2024-04-10,3
523,652,27,2024-09-19,2
524,860,26,2024-09-04,1
525,526,27,2024-03-02,2
526,446,10,2025-10-27,3
527,298,9,2024-10-16,1
528,334,15,2024-09-26,2
529,146,7,2025-12-01,3
530,861,2,2025-05-25,3
531,602,3,2024-08-08,1
532,904,1,2024-09-29,2
533,266,27,2024-02-08,3
534,73,5,2025-11-01,1
535,396,6,2025-04-21,1
536,930,13,2024-01-23,3
537,86,16,2024-11-19,2
538,142,11,2025-07-27,3
539,211,13,2024-01-07,2
540,425,19,2024-01-05,3
541,11,11,2025-03-15,3
542,373,14,2025-03-22,3
543,710,10,2024-07-23,3
544,895,7,2024-04-18,2
545,248,19,2025-06-04,3
546,290,13,2025-01-27,2
547,502,17,2024-05-20,1
548,146,29,2025-10-31,3
549,962,10,2025-06-27,1
550,276,28,2025-11-19,3
551,428,18,2025-02-04,1
552,478,11,2025-03-21,1
553,630,8,2025-11-23,2
554,446,9,2024-05-27,3
555,975,1,2025-02-22,2
556,571,6,2025-12-19,3
557,329,27,2025-06-17,3
558,3,26,2024-02-06,2
559,392,24,2024-08-14,3
560,663,21,2024-01-04,1
561,647,3,2024-06-29,2
562,930,1,2024-12-15,2
563,520,11,2024-07-02,2
564,453,6,2024-05-27,3
565,763,6,2024-01-09,1
566,49,19,2024-02-22,1
567,591,22,2024-12-02,1
568,449,26,2025-05-30,2
569,875,25,2025-12-14,1
570,456,29,2024-02-09,3
571,333,17,2025-04-08,2
572,513,22,2024-10-20,2
573,663,21,2024-10-13,1
574,386,3,2024-03-15,3
575,378,5,2024-06-12,3
576,642,11,2025-07-28,3
577,751,2,2025-12-17,1
578,689,30,2024-08-29,2
579,91,10,2024-05-20,3
580,785,24,2025-11-11,2
581,400,18,2024-05-25,1
582,391,19,2025-02-22,1
583,523,8,2024-05-28,2
584,494,10,2024-02-26,1
585,920,14,2025-06-17,1
586,644,12,2024-03-11,1
587,259,17,2024-08-13,3
588,474,7,2024-11-06,2
589,999,15,2025-05-14,2
590,194,24,2025-01-05,2
591,892,22,2025-12-27,1
592,581,7,2024-09-04,1
593,203,16,2024-03-17,2
594,117,29,2024-05-31,1
595,655,16,2025-06-07,3
596,337,30,2024-07-22,1
597,953,2,2025-10-28,2
598,584,22,2025-10-17,1
599,669,14,2025-09-13,1
600,394,6,2025-07-02,3
601,221,14,2025-06-27,3
602,279,5,2024-08-07,1
603,892,3,2024-03-18,2
604,502,10,2024-03-11,3
605,221,8,2024-12-19,3
606,981,8,2025-06-25,1
607,574,25,2024-10-06,2
608,516,29,2024-03-08,1
609,947,3,2025-01-17,1
610,32,23,2025-06-17,2
611,549,16,2025-12-11,3
612,145,25,2025-11-20,3
613,363,6,2024-04-12,1
614,580,11,2025-02-18,1
615,636,29,2024-03-23,2
616,853,16,2025-09-12,3
617,371,28,2025-09-09,2
618,836,15,2024-03-09,3
619,305,2,2024-10-11,2
620,497,23,2024-04-15,1
621,819,8,2025-03-16,1
622,466,5,2024-09-19,3
623,44,10,2024-03-28,3
624,63,11,2024-08-19,2
625,768,26,2024-01-26,2
626,519,16,2025-03-30,1
627,125,14,2024-05-20,1
628,214,25,2025-02-28,2
629,40,15,2024-10-12,3
630,333,15,2025-06-05,2
631,9,21,2024-11-28,3
632,78,11,2024-12-01,2
633,628,30,2024-06-22,1
634,668,11,2025-07-20,3
635,861,3,2025-06-28,2
636,539,30,2025-02-24,2
637,785,25,2025-03-22,3
638,289,1,2025-06-03,1
639,63,9,2024-03-12,1
640,169,13,2025-02-02,1
641,817,25,2024-12-09,2
642,326,25,2024-06-15,1
643,272,3,2024-09-03,2
644,21,1,2024-11-09,2
645,431,13,2025-07-20,3
646,440,16,2025-01-11,1
647,739,7,2025-07-09,3
648,83,4,2024-05-14,3
649,331,12,2024-02-16,1
650,545,25,2024-08-15,3
651,141,22,2025-01-05,1
652,885,24,2025-09-13,1
653,845,4,2024-02-16,3
654,174,13,2024-01-15,1
655,631,29,2025-01-19,2
656,871,10,2025-01-16,1
657,704,16,2024-06-27,1
658,40,30,2024-09-27,3
659,515,8,2024-12-27,1
660,661,24,2024-09-02,3
661,144,21,2024-02-12,3
662,405,21,2025-03-30,3
663,431,19,2025-06-26,2
664,6,5,2024-06-01,3
665,330,14,2025-02-20,3
666,119,24,2024-01-18,2
667,544,25,2024-03-28,3
668,447,24,2025-05-09,2
669,150,24,2025-09-18,1
670,688,21,2025-04-09,3
671,143,5,2024-07-05,2
672,101,5,2024-10-16,3
673,374,24,2024-02-28,3
674,403,19,2024-11-04,3
675,551,28,2024-02-12,3
676,629,18,2025-12-02,1
677,579,2,2024-09-21,3
678,44,4,2024-11-21,1
679,101,6,2024-02-26,3
680,357,17,2025-10-20,2
681,362,1,2024-01-01,1
682,525,25,2025-06-24,1
683,197,11,2025-11-23,3
684,61,8,2024-10-13,2
685,791,15,2024-02-27,1
686,352,13,2025-10-08,3
687,163,12,2024-03-20,1
688,144,11,2024-09-06,2
689,730,7,2024-02-20,1
690,995,10,2024-02-13,2
691,969,20,2024-09-02,2
692,870,26,2025-10-22,1
693,566,21,2024-11-01,3
694,4,24,2025-03-04,2
695,777,9,2025-02-20,3
696,610,1,2025-04-21,2
697,185,8,2025-03-28,1
698,158,1,2025-07-16,3
699,407,28,2024-03-03,1
700,764,9,2025-06-25,2
701,254,28,2025-04-13,1
702,90,5,2025-12-30,1
703,941,13,2024-10-14,3
704,288,16,2024-06-21,2
705,53,1,2024-01-04,2
706,222,15,2025-05-15,2
707,169,8,2025-07-21,1
708,89,30,2024-10-06,2
709,203,7,2025-11-21,3
710,653,1,2024-02-09,1
711,762,24,2024-12-02,2
712,995,12,2025-01-23,3
713,28,16,2024-10-02,2
714,558,28,2025-10-01,3
715,309,11,2024-03-01,1
716,662,25,2024-11-20,1
717,920,28,2025-09-08,2
718,459,12,2024-08-10,1
719,347,8,2024-03-23,3
720,887,10,2025-10-25,3
721,920,12,2024-02-09,2
722,920,10,2024-01-09,1
723,603,10,2025-07-19,2
724,335,12,2025-02-20,2
725,566,17,2024-07-28,3
726,33,1,2024-05-28,3
727,391,25,2024-12-09,1
728,347,17,2024-03-28,1
729,202,7,2024-09-18,1
730,999,4,2025-09-23,1
731,964,17,2024-02-13,3
732,901,23,2025-10-27,1
733,339,29,2024-09-01,3
734,380,19,2024-12-22,3
735,886,13,2024-10-26,2
736,165,28,2025-09-13,1
737,355,2,2024-06-05,3
738,131,6,2024-05-04,3
739,912,19,2024-07-08,1
740,583,30,2025-08-09,2
741,698,3,2024-12-04,1
742,138,11,2025-04-05,3
743,117,19,2025-08-26,2
744,875,29,2025-08-29,1
745,702,20,2024-05-03,1
746,514,30,2025-11-08,3
747,538,25,2024-03-26,2
748,779,10,2024-12-13,3
749,32,5,2025-03-22,3
750,911,10,2024-09-27,1
751,240,19,2024-05-14,2
752,292,17,2025-12-30,3
753,907,21,2024-07-07,1
754,768,16,2025-05-15,2
755,559,11,2024-11-19,2
756,944,29,2024-01-26,2
757,113,8,2024-03-27,2
758,652,25,2025-12-27,1
759,296,5,2025-12-12,3
760,795,17,2024-08-16,2
761,767,9,2025-08-19,3
762,573,9,2024-01-31,3
763,835,26,2025-01-01,1
764,43,17,2024-04-23,3
765,529,22,2025-11-25,2
766,265,21,2024-10-20,1
767,692,23,2025-08-15,3
768,135,6,2024-12-06,1
769,912,24,2025-03-10,1
770,232,23,2024-10-07,3
771,712,28,2025-01-24,2
772,4,7,2025-06-13,1
773,141,10,2024-01-14,2
774,101,23,2024-05-18,2
775,888,29,2024-08-17,3
776,192,9,2024-06-13,2
777,499,8,2024-05-24,2
778,736,23,2025-08-02,1
779,557,5,2024-04-07,3
780,120,14,2024-04-05,2
781,789,29,2025-08-16,2
782,594,28,2024-10-07,1
783,262,27,2024-11-25,1
784,750,19,2024-07-03,1
785,717,18,2024-02-12,2
786,813,22,2025-08-06,2
787,284,27,2024-08-26,2
788,69,16,2025-01-06,2
789,1000,17,2025-12-28,3
790,112,6,2025-04-14,2
791,524,14,2024-02-24,3
792,516,17,2025-08-12,2
793,469,29,2024-02-09,3
794,977,4,2024-05-02,1
795,968,21,2025-12-06,1
796,667,22,2024-06-16,2
797,923,27,2024-02-27,3
798,317,29,2024-07-26,1
799,661,21,2025-04-29,2
800,426,10,2024-02-15,2
801,623,24,2024-09-06,3
802,116,29,2025-11-16,2
803,923,14,2024-12-06,3
804,128,21,2025-09-27,3
805,21,13,2025-10-09,2
806,641,15,2025-08-16,3
807,374,9,2025-10-17,1
808,933,18,2024-11-27,1
809,585,9,2025-03-23,1
810,672,5,2025-07-23,2
811,451,29,2024-10-08,3
812,511,18,2024-06-12,1
813,590,30,2024-08-15,1
814,226,30,2025-11-13,1
815,777,3,2024-04-27,3
816,342,25,2024-10-31,3
817,385,4,2025-06-27,1
818,574,14,2025-06-15,1
819,623,12,2024-10-23,3
820,104,27,2024-09-07,1
821,727,1,2025-07-14,3
822,456,14,2024-12-19,1
823,555,27,2025-04-06,1
824,732,3,2025-08-13,1
825,942,28,2025-10-19,3
826,38,6,2025-08-30,2
827,449,25,2025-02-10,2
828,198,5,2024-06-23,1
829,488,14,2025-12-22,1
830,479,30,2024-07-06,3
831,172,13,2024-08-21,2
832,703,29,2025-10-03,2
833,658,20,2025-04-07,1
834,493,20,2025-03-31,2
835,475,9,2025-01-15,1
836,880,16,2024-10-19,1
837,584,18,2024-08-04,3
838,952,25,2024-05-05,2
839,174,4,2025-12-26,3
840,343,2,2025-09-16,3
841,285,18,2024-06-13,1
842,971,15,2025-05-23,3
843,282,28,2025-03-08,1
844,156,8,2024-12-08,2
845,314,13,2025-07-13,2
846,864,23,2025-04-26,3
847,79,4,2024-12-13,2
848,176,3,2024-11-19,3
849,196,15,2025-06-13,3
850,943,18,2025-08-05,3
851,337,5,2024-04-21,2
852,700,21,2025-04-28,3
853,883,6,2025-05-04,1
854,727,15,2025-07-02,2
855,440,27,2024-09-24,1
856,26,8,2024-09-03,3
857,311,11,2025-01-14,3
858,983,9,2025-12-07,1
859,925,26,2025-10-24,3
860,928,1,2024-11-22,2
861,209,12,2025-05-09,2
862,426,29,2025-07-09,2
863,850,2,2025-01-24,1
864,716,26,2025-04-28,2
865,632,27,2024-04-14,2
866,241,15,2025-12-21,1
867,318,11,2025-09-27,2
868,839,5,2025-05-01,2
869,196,2,2025-02-12,1
870,356,9,2024-01-10,2
871,212,29,2024-03-04,2
872,859,24,2025-01-14,3
873,744,2,2024-05-12,3
874,990,30,2024-10-30,3
875,155,28,2024-05-20,2
876,716,3,2024-11-05,3
877,749,25,2024-07-09,1
878,572,12,2024-01-04,2
879,85,30,2024-06-18,1
880,27,27,2025-12-06,3
881,787,14,2024-11-02,2
882,280,20,2025-04-15,1
883,57,30,2024-10-23,1
884,640,16,2025-06-13,1
885,391,19,2024-09-17,2
886,191,15,2025-04-19,2
887,520,23,2024-03-08,1
888,187,22,2024-02-29,1
889,67,28,2024-08-11,2
890,81,4,2025-02-13,1
891,602,8,2024-12-07,2
892,1,30,2024-12-06,3
893,167,8,2025-04-26,2
894,242,23,2025-06-23,2
895,890,23,2025-04-21,1
896,970,17,2024-01-19,2
897,885,7,2024-04-14,3
898,743,15,2025-06-24,3
899,146,17,2024-06-13,3
900,539,12,2025-01-28,1
901,762,12,2024-02-29,3
902,246,3,2025-06-27,2
903,801,18,2025-05-20,2
904,79,21,2025-12-26,1
905,784,29,2024-10-30,3
906,414,13,2024-09-28,1
907,301,6,2025-05-15,1
908,459,26,2024-09-16,3
909,646,23,2024-03-21,2
910,960,25,2025-09-15,2
911,896,3,2024-11-22,2
912,782,8,2025-10-05,2
913,31,17,2024-11-09,3
914,358,27,2025-11-29,1
915,843,6,2024-04-25,1
916,340,26,2024-02-26,1
917,275,21,2024-03-12,2
918,215,16,2024-07-16,1
919,16,5,2025-01-01,3
920,434,5,2024-09-29,1
921,550,19,2024-02-04,1
922,15,1,2025-01-18,3
923,502,17,2024-02-10,1
924,104,29,2025-05-28,2
925,193,14,2025-08-20,2
926,731,8,2024-09-05,1
927,358,28,2025-06-16,1
928,838,1,2025-08-31,3
929,797,12,2024-07-28,2
930,124,19,2025-03-17,2
